31534822,2016,"Physical Education and Sports Science Academic Group, National Institute of Education, Nanyang Technological University, 639798 Singapore.","The preliminary tests required subjects to perform a treadmill graded exercise test, a countermovement jump test for peak power measurement, and a 10-km time trial."
29801944,2016,"Department of Emergency Medicine, University of California, United States.",Deaths in custody require careful investigation to determine causality as well as culpability when appropriate.
30719387,2016,"University of Franche Comté-Prognostic Markers and Regulatory Factors of Heart and Vascular Diseases and Exercise Performance, Health, Innovation Platform, Besançon 25000, France.","Conclusion:
      
    

    
      As a whole, these findings provided evidence for the usefulness of the short version of the RESTQ-36-R-Sport for regular monitoring to prevent potential maladaptation due to intensive competitive sport practice."
29986604,2016,"2 Department of Orthopedics, Division of Sports Medicine, University of Miami Miller School of Medicine, Miami, FL, USA.","

    

    
      Objective Early intervention therapies targeting inflammation and cell death during the acute phase of cartilage injury have the potential to prevent posttraumatic osteoarthritis."
29986604,2016,"2 Department of Orthopedics, Division of Sports Medicine, University of Miami Miller School of Medicine, Miami, FL, USA.",Conclusions This study provides a valuable starting point for further research into potential targets for and efficacy of various early intervention strategies that may delay or prevent the progression of posttraumatic osteoarthritis after acute cartilage injury.
31720068,2016,"Department of Biomedical Sciences (DSB), University of Padova, Padova 35131, Italy.",High oxidative stress induced by an HI protocol might be associated with both insufficient TAC and recovery time at 48 h necessary to restore redox balance.
30505188,2016,"Department of Biochemistry, Tabuk University, Tabuk, Saudi Arabia.","There is no specific treatment for the MERS-CoV till now, but drugs are in pipeline which bind with the spike glycoprotein and inhibit its entrance host cells."
30505188,2016,"Department of Biochemistry, Tabuk University, Tabuk, Saudi Arabia.","MERS-CoV and SAR-CoV are from the same genus, so it was thought that the drugs which inhibit the growth of SARS-CoV can also inhibit the growth of MERS-CoV but those drugs are not completely inhibiting virus activity."
30241180,2016,"Albert C. Yeh, Christopher Stowell, Frederic Preffer, Eyal Attar, Steven McAfee, Thomas R. Spitzer, and Bimalangshu R. Dey, Massachusetts General Hospital; Jason Harlow and David Bangsberg, Massachusetts General Hospital Center for Global Health; Martin Caron, Jenna Moran, Mark Brezina, Eyal Attar, Steven McAfee, Thomas R. Spitzer, and Bimalangshu R. Dey, Massachusetts General Hospital Bone Marrow Transplant Program; Anne-Marie Barron, Simmons College School of Nursing and Health Science; Annekathryn Goodman, Eyal Attar, Steven McAfee, Thomas R. Spitzer, and Bimalangshu R. Dey, Massachusetts General Hospital Cancer Center, Boston, MA; Ariela Marshall, Mayo Clinic, Rochester, MN; and Mohiuddin A. Khan, Akhil R. Biswas, Mafruha Akter, Jannatul Ferdous, Tasneem Ara, Manirul Islam, Humayra Nazneen, Md Kamruzzaman, Anup Saha, and Salma Afrose, Dhaka Medical College and Hospital, Dhaka, Bangladesh.","Whereas HSCT has become the standard of care for many patients in developed countries, the significant economic investment, infrastructure, and health care provider training that are required to provide such a service have prohibited it from being widely adopted, particularly in developing countries."
31157022,2016,"AZ Sint Jan Brugge-Oostende AV, Bruges, Belgium.",A multidisciplinary intervention may improve the identification and treatment of osteoporosis and may consequently prevent secondary fractures.
30392413,2016,"4 University of Mainz, Rhineland Palatinate, Germany.","Compared with normative samples, patients showed deficits in agency: They reported less self-efficacy, especially for being assertive, tough, and influential; stronger goals, especially to avoid conflict or humiliation; and more problems, especially with being too timid, inhibited, and accommodating."
30392413,2016,"4 University of Mainz, Rhineland Palatinate, Germany.","Circular and structural summary indices suggested greater variability among patients in goal profiles than in efficacy or problem profiles; nonetheless, latent profile analyses identified coherent subgroups of patients with distinct patterns of efficacy (e.g., lacking confidence for speaking up vs. setting boundaries) and problems (e.g., being overly inhibited vs. self-sacrificing) as well as goals (e.g., to be included vs. unobtrusive)."
30505187,2016,"Department of Biological Sciences, Faculty of Science, King Abdulaziz University, Jeddah 21589, Saudi Arabia.","These results suggest that adequate supply of Mg is not only essential for plant growth and development, but also improves plant tolerance to HS by suppressing cellular damage induced by reactive oxygen species through the enhancement of the accumulation of Pro and GB, and the actions of antioxidant enzymes."
