26321680,2015,"Laboratory of Systems Cancer Biology, Rockefeller University, New York, NY 10065, USA. Electronic address: stavazoie@mail.rockefeller.edu.",We find that the RNA-binding protein HNRNPA2B1 binds m(6)A-bearing RNAs in vivo and in vitro and its biochemical footprint matches the m(6)A consensus motif.
26321680,2015,"Laboratory of Systems Cancer Biology, Rockefeller University, New York, NY 10065, USA. Electronic address: stavazoie@mail.rockefeller.edu.",HNRNPA2B1 directly binds a set of nuclear transcripts and elicits similar alternative splicing effects as the m(6)A writer METTL3.
26321680,2015,"Laboratory of Systems Cancer Biology, Rockefeller University, New York, NY 10065, USA. Electronic address: stavazoie@mail.rockefeller.edu.","Moreover, HNRNPA2B1 binds to m(6)A marks in a subset of primary miRNA transcripts, interacts with the microRNA Microprocessor complex protein DGCR8, and promotes primary miRNA processing."
25658443,2015,"a Protein Engineering; Rinat-Pfizer Inc. ; South San Francisco , CA USA.","It has been hypothesized that 2 FcRn molecules bind an IgG homodimer with disparate affinities, yet their affinity constants are inconsistent across the literature."
25658443,2015,"a Protein Engineering; Rinat-Pfizer Inc. ; South San Francisco , CA USA.","We find that human FcRn binds human IgG1 with an equilibrium dissociation constant (KD) of 760 ± 60 nM (N = 14) at 25°C and pH 5.8, and shows less than 25% variation across the other human subtypes."
25658443,2015,"a Protein Engineering; Rinat-Pfizer Inc. ; South San Francisco , CA USA.","Human IgG1 binds cynomolgus monkey FcRn with a 2-fold higher affinity than human FcRn, and binds both mouse and rat FcRn with a 10-fold higher affinity than human FcRn."
26378986,2015,"Department of Biochemistry, University of Saskatchewan , 107 Wiggins Road, Saskatoon, Canada , S7N 0W0.","Drugs that bind to α-synuclein and form a loop structure between the N- and C-terminus tend to be neuroprotective, whereas others that cause a more compact structure tend to be neurotoxic."
26378986,2015,"Department of Biochemistry, University of Saskatchewan , 107 Wiggins Road, Saskatoon, Canada , S7N 0W0.","The antinausea drugs, cinnarizine and metoclopramide, do not bind to α-synuclein, whereas amphetamine and the herbicides, paraquat and rotenone, bind tightly and cause α-synuclein to adopt a more compact conformation."
26378986,2015,"Department of Biochemistry, University of Saskatchewan , 107 Wiggins Road, Saskatoon, Canada , S7N 0W0.","The recreational drug, cocaine, binds to α-synuclein, whereas heroin and methadone do not."
26378986,2015,"Department of Biochemistry, University of Saskatchewan , 107 Wiggins Road, Saskatoon, Canada , S7N 0W0.","Metformin, which is prescribed for diabetes and is neuroprotective, binds well without causing α-synuclein to adopt a more compact conformation."
26378986,2015,"Department of Biochemistry, University of Saskatchewan , 107 Wiggins Road, Saskatoon, Canada , S7N 0W0.",Methylphenidate (ritalin) binds to sites in both the N- and C-terminus and causes α-synuclein to adopt a loop conformation.
26378986,2015,"Department of Biochemistry, University of Saskatchewan , 107 Wiggins Road, Saskatoon, Canada , S7N 0W0.","In contrast, amphetamine only binds to the N-terminus."
26378986,2015,"Department of Biochemistry, University of Saskatchewan , 107 Wiggins Road, Saskatoon, Canada , S7N 0W0.","Except for cinnarizine and metoclopramide, there is a good correlation between the mode of binding to α-synuclein and whether a drug is neuroprotective or neurotoxic."
25660311,2015,"Department of Microbiology, Yonsei University College of Medicine, Seoul, South Korea.",Lipoteichoic acid (LTA) is a component of the cell wall of Gram-positive bacteria and induces a toll-like receptor 2 (TLR2)-mediated inflammatory response upon initial binding to lipopolysaccharide-binding protein (LBP) and subsequent transfer to CD14.
25660311,2015,"Department of Microbiology, Yonsei University College of Medicine, Seoul, South Korea.","Results of ELISA, surface plasmon resonance and native PAGE electrophoretic mobility shift analyses indicated that HMGB1 binds to LTA in a concentration-dependent manner and that this binding is inhibited by LBP."
25660311,2015,"Department of Microbiology, Yonsei University College of Medicine, Seoul, South Korea.","Thus, we propose that HMGB1 plays an important role in LTA-mediated inflammation by binding to and transferring LTA to CD14, which is subsequently transferred to TLR2 to induce an inflammatory response."
26548411,2015,"State Key Laboratory of Theoretical and Computational Chemistry, Institute of Theoretical Chemistry, Jilin University, Changchun 130023, People's Republic of China. zhengqc@jlu.edu.cn.","TvMyb2, one of the Myb-like transcriptional factors in Trichomonas vaginalis, binds to two closely spaced promoter sites, MRE-1/MRE-2r and MRE-2f, on the ap65-1 gene."
26548411,2015,"State Key Laboratory of Theoretical and Computational Chemistry, Institute of Theoretical Chemistry, Jilin University, Changchun 130023, People's Republic of China. zhengqc@jlu.edu.cn.",The simulation results indicate that tvMyb2 becomes stable when it binds the DNA duplex.
26548411,2015,"State Key Laboratory of Theoretical and Computational Chemistry, Institute of Theoretical Chemistry, Jilin University, Changchun 130023, People's Republic of China. zhengqc@jlu.edu.cn.","A series of mutants, K51A, R84A and R87A, have been followed, and the results of statistical analyses of the H-bond and hydrophobic contacts show that some residues have significant influence on recognition and binding to ap65-1 DNA."
24654910,2015,"Creighton University Medical Center , Omaha, NE, USA and.","p-Octopamine binds to neuroreceptors in insects that are not present in humans, while exhibiting poor binding to α-1, α-2, β-1, and β-2 adrenergic receptors in mammalian systems."
24654910,2015,"Creighton University Medical Center , Omaha, NE, USA and.",p-Octopamine modestly binds to β-3 adrenergic receptors and may therefore promote lipolysis and weight loss.
24654910,2015,"Creighton University Medical Center , Omaha, NE, USA and.",p-Octopamine is considered to be a CNS stimulant in spite of the fact that it binds poorly to adrenergic receptors.
25738491,2015,"Medical Microbiology and Molecular Biology Laboratory, Interdisciplinary Biotechnology Unit, Aligarh Muslim University, Aligarh, UP, India-202002. asad.k@rediffmail.com.","In this review, the information on the number of binding sites, binding strength, the nature of binding interactions and the location of binding sites of such drugs on the HSA are summarised."
25738491,2015,"Medical Microbiology and Molecular Biology Laboratory, Interdisciplinary Biotechnology Unit, Aligarh Muslim University, Aligarh, UP, India-202002. asad.k@rediffmail.com.",This review will help to gain useful insights into the significance of the binding of anti-bacterial and anti-cancer drugs with plasma protein and the effect of binding on its overall distribution and pharmacological activities.
25555838,2015,"Department of Chemistry-Biochemistry-Physics, University of Québec at Trois-Rivières, C.P. 500, Trois-Rivières, Québec G9A 5H7, Canada. Electronic address: tajmirri@uqtr.ca.","Structural analysis revealed that folic acid binds DNA and tRNA at multiple sites via hydrophilic, hydrophobic and H-bonding contacts with overall binding constants of Kfolic acid-DNA=1.1 (±0.3)×10(4) M(-1) and Kfolic acid-tRNA=6.4 (±0.5)×10(3) M(-1)."
25818864,2015,"Laboratory of Immunobiology and Department of Medical Oncology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA 02115, USA; Department of Pediatrics, Harvard Medical School, Boston, MA 02115, USA; Department of Biological Chemistry & Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA.","A 1983 Immunology Today rostrum hypothesized that each T cell has two recognition units: a T cell receptor (TCR) complex, which binds antigen associated with a polymorphic region of a MHC molecule (pMHC), and a CD4 or CD8 molecule that binds to a conserved region of that same MHC gene product (class II or I, respectively)."
25727698,2015,"Center for Neuroscience, Shantou University Medical College, Shantou, Guangdong, China.","Overexpression of L1, but not the L1 mutants L1 (S1181N, E1184V), which reduced binding between L1 and CK2, reduced expression levels of PTEN and p53 proteins, and enhanced levels of phosphorylated CK2α and mammalian target of rapamycin, which is a downstream effector of PTEN and p53."
25727698,2015,"Center for Neuroscience, Shantou University Medical College, Shantou, Guangdong, China.",We now describe a novel signaling platform operating via the alpha subunit of casein kinase 2 which binds to the intracellular domain of L1.
25870596,2015,"Ångstrom Pharmaceuticals Inc. , Solana Beach, CA , USA.","A6 binds to CD44 resulting in the inhibition of migration, invasion, and metastasis of tumor cells, and the modulation of CD44-mediated cell signaling."
26491100,2015,"Departamento de Fisiología, Universidad Autónoma de San Luis Potosí, San Luis Potosí, México;",Candida glabrata (CG) is an opportunistic fungal pathogen that initiates infection by binding to host cells via specific lectin-like adhesin proteins.
26491100,2015,"Departamento de Fisiología, Universidad Autónoma de San Luis Potosí, San Luis Potosí, México;",These results suggest that CG directly binds to flow-sensitive CELM receptors via lectinic-oligosaccharide interactions with mannose and disrupts the lectin-oligosaccharide binding necessary for flow-induced cardiac responses.
25300043,2015,"Medical Chemistry Department, School of Pharmacy, Mashhad University of Medical Sciences, Mashhad, Iran.",The analysis of UV absorption data and the fluorescence quenching of HSA in the binary and ternary systems showed that FLX decreased the binding affinity between ALP and HSA.
26113821,2015,"Faculty of Kinesiology, Engineering, Medicine and Veterinary Medicine, University of Calgary Calgary, AB, Canada.","Titin was found to bind calcium upon activation, thereby increasing its structural stability, and thus its stiffness and force."
26113821,2015,"Faculty of Kinesiology, Engineering, Medicine and Veterinary Medicine, University of Calgary Calgary, AB, Canada.","Therefore, we propose that muscle contraction involves three filaments, actin, myosin and titin, and that titin regulates force by binding calcium and by shortening its spring length by binding to actin."
25512265,2015,"Graduate School of Pure and Applied Sciences, University of Tsukuba, Japan. mkita@chem.tsukuba.ac.jp kigoshi@chem.tsukuba.ac.jp.","Lobophorolide, an actin filament-disrupting macrolide, binds to actin with a unique 2 : 2 stoichiometry in which two lobophorolide molecules cooperate to stabilize an actin dimer."
25512265,2015,"Graduate School of Pure and Applied Sciences, University of Tsukuba, Japan. mkita@chem.tsukuba.ac.jp kigoshi@chem.tsukuba.ac.jp.","The antitumor macrolide aplyronine A synergistically binds to tubulin in association with actin, and prevents spindle formation and mitosis."
25971975,2015,"From the Department of Medical Biochemistry and Biophysics, Umeå University, SE-901 87 Umeå and anders.hofer@medchem.umu.se.","The a-site resides in an N-terminal ATP cone domain that binds dATP or ATP and functions as an on/off switch, whereas the composite s-site binds ATP, dATP, dTTP, or dGTP and determines which substrate to reduce."
25971975,2015,"From the Department of Medical Biochemistry and Biophysics, Umeå University, SE-901 87 Umeå and anders.hofer@medchem.umu.se.","Each α polypeptide binds three dATP molecules, and the N-terminal ATP cone is critical for binding two of the dATPs because a truncated protein lacking this cone could only bind dATP to its s-site."
25971975,2015,"From the Department of Medical Biochemistry and Biophysics, Umeå University, SE-901 87 Umeå and anders.hofer@medchem.umu.se.",ATP activates the enzyme solely by preventing dATP from binding.
25897241,2015,"Department of Medical Microbiology, North Bristol NHS Trust, Southmead Hospital, Bristol, England.","Ceftaroline has broad-spectrum activity against gram-positive and gram-negative bacteria and exerts its bactericidal effects by binding to penicillin-binding proteins (PBPs), resulting in inhibition of bacterial cell wall synthesis."
25897241,2015,"Department of Medical Microbiology, North Bristol NHS Trust, Southmead Hospital, Bristol, England.",It binds to PBP 2a of MRSA with high affinity and also binds to all six PBPs in Streptococcus pneumoniae.
26601851,2015,"Adipocyte Biology Laboratory, Pennington Biomedical Research Center, Baton Rouge, Louisiana; and Department of Biological Sciences, Louisiana State University, Baton Rouge, Louisiana jsteph1@lsu.edu.","Furthermore, we identified three putative STAT5 binding sites in the murine adiponectin promoter and show that only one of these, located at -3,809, binds nuclear protein in a GH- or PRL-dependent manner."
26601851,2015,"Adipocyte Biology Laboratory, Pennington Biomedical Research Center, Baton Rouge, Louisiana; and Department of Biological Sciences, Louisiana State University, Baton Rouge, Louisiana jsteph1@lsu.edu.","Adiponectin promoter/reporter constructs were responsive to GH, and chromatin IP analysis reveals that STAT5 binds the adiponectin promoter in vivo following GH stimulation."
25710711,2015,"Department of Plant Sciences, School of Life Sciences, University of Hyderabad, Hyderabad 500046, India. srgsl@uohyd.ernet.in.","Further, apoptosis was observed in HeLa cell lines when they were incubated with these molecules for 24 h. The fluorescence quenching of HSA was observed upon titration with different concentrations of lupeol and lupeol derivative; their binding constants were found to be 3 ± 0.01 × 10(4) M(-1) and 6.2 ± 0.02 × 10(4) M(-1), with binding free energies of -6.59 kcal M(-1) and -7.2 kcal M(-1)."
25710711,2015,"Department of Plant Sciences, School of Life Sciences, University of Hyderabad, Hyderabad 500046, India. srgsl@uohyd.ernet.in.",Molecular displacement studies based on competition with site I-binding phenylbutazone (which binds site I of HSA) and ibuprofen (which binds site II) suggest that lupeol binds site II and the lupeol derivative site I. Molecular docking studies also confirmed that lupeol binds to the IIIA and the lupeol derivative to the IIA domain of HSA.
25891992,2015,"a Laboratory of Chromatin Biochemistry ; Max Planck Institute for Biophysical Chemistry ; Göttingen , Germany.",A SRA region binds hemimethylatd DNA.
25891992,2015,"a Laboratory of Chromatin Biochemistry ; Max Planck Institute for Biophysical Chemistry ; Göttingen , Germany.",We propose that these are essential in setting up defined structural states of the protein where different domains or combinations thereof are available for binding chromatin modifications or are prevented from doing so.
25957159,2015,"Institute of Parasitology, McGill University-Macdonald Campus, Sainte-Anne-de-Bellevue, Quebec, Canada. Electronic address: roger.prichard@mcgill.ca.","Subsequent equilibrium dialysis indicated that ivermectin and Taxol compete for binding to tubulin, supporting our molecular modelling that predicts ivermectin interacts with the Taxol binding pocket of both parasitic and mammalian tubulins."
